Output data for Rhombohedral II structure, Space-Group Number between 143 and 148: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C15(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
1900.0000      6.0721         30.0000        5.7062         555.1166       235.3792       183.3024       -11.0361       24.4412        459.3281       132.3769       308.1699       303.1915       305.6807       149.4297       143.5171       146.4734       385.9133       371.8750       378.9007       0.2934         0.4792         12.6377        0.0202         0.2224         9.3699         7.3191         291.8005       
2000.0000      7.0348         0.0000         4.9253         337.8802       126.4201       53.1999        -18.5887       1.6177         268.6349       55.4530        156.6706       150.9524       153.8115       90.7656        75.3594        83.0625        228.2236       193.8242       211.1742       0.2712         0.5400         9.9065         0.0927         1.0601         7.3290         5.5883         224.5796       
2000.0000      6.9946         1.0000         4.9536         346.0119       130.0622       57.7564        -18.3532       2.5586         276.1346       58.5599        162.1454       156.5109       159.3282       93.1912        78.7439        85.9675        234.6243       202.3039       218.5885       0.2713         0.5396         10.1554        0.0840         0.9534         7.4366         5.6713         228.2597       
2000.0000      6.9546         2.0000         4.9821         354.0589       133.6979       62.2897        -18.1173       3.4822         283.5365       61.6197        167.5788       162.0225       164.8007       95.5758        81.9903        88.7830        240.9248       210.4688       225.8006       0.2716         0.5387         10.3816        0.0765         0.8628         7.5391         5.7514         231.7542       
2000.0000      6.9148         3.0000         5.0108         362.0238       137.3278       66.8004        -17.8808       4.3890         290.8426       64.6333        172.9719       167.4886       170.2303       97.9203        85.1114        91.5159        247.1276       218.3487       232.8253       0.2720         0.5376         10.5876        0.0700         0.7852         7.6370         5.8286         235.0805       
2000.0000      6.8751         4.0000         5.0397         369.9088       140.9522       71.2892        -17.6438       5.2793         298.0548       67.6017        178.3260       172.9106       175.6183       100.2258       88.1181        94.1720        253.2350       225.9685       239.6754       0.2725         0.5362         10.7758        0.0643         0.7183         7.7306         5.9031         238.2534       
2000.0000      6.8357         5.0000         5.0688         377.7164       144.5715       75.7566        -17.4064       6.1535         305.1751       70.5259        183.6419       178.2896       180.9658       102.4930       91.0198        96.7564        259.2490       233.3497       246.3620       0.2731         0.5347         10.9479        0.0593         0.6603         7.8201         5.9751         241.2855       
2000.0000      6.7996         6.0000         5.0957         385.4572       148.1885       80.2065        -17.1681       7.0140         312.2121       73.4103        188.9255       183.6317       186.2786       104.7260       93.8281        99.2770        265.1795       240.5192       252.9030       0.2737         0.5329         11.1062        0.0549         0.6096         7.9078         6.0461         244.2109       
2000.0000      6.7636         7.0000         5.1228         393.1241       151.8011       84.6360        -16.9292       7.8590         319.1601       76.2520        194.1727       188.9329       191.5528       106.9221       96.5462        101.7342       271.0202       247.4834       259.2979       0.2744         0.5311         11.2514        0.0510         0.5651         7.9919         6.1149         247.0162       
2000.0000      6.7278         8.0000         5.1501         400.7190       155.4097       89.0456        -16.6898       8.6889         326.0206       79.0517        199.3845       194.1944       196.7894       109.0821       99.1804        104.1313       276.7728       254.2560       265.5544       0.2751         0.5292         11.3848        0.0475         0.5259         8.0728         6.1815         249.7098       
2000.0000      6.6921         9.0000         5.1775         408.2436       159.0144       93.4356        -16.4498       9.5039         332.7950       81.8101        204.5615       199.4170       201.9892       111.2067       101.7360       106.4714       282.4390       260.8491       271.6788       0.2758         0.5271         11.5074        0.0445         0.4913         8.1505         6.2460         252.2990       
