Output data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
2300.0000      6.8779         80.0000        4.9233         810.3223       373.2140       353.9779       48.6185        782.2305       252.1035       507.2461       506.8724       507.0592       232.6659       227.5341       230.1000       605.4305       593.7569       599.6017       0.3029         0.4538         16.1106        0.0112         0.1135         12.8572        10.1485        378.1753       
2400.0000      8.8546         0.0000         3.8242         406.9727       133.3194       89.6052        18.9000        425.4654       108.0247       207.1634       207.0265       207.0949       132.3673       127.0491       129.7082       327.3761       316.4199       321.9167       0.2409         0.6263         16.9237        0.0205         0.2100         9.9688         7.3589         293.9258       
2400.0000      8.7667         2.0000         3.8626         418.9411       139.3334       96.4632        19.8786        435.6128       112.8579       215.3350       215.1888       215.2619       135.8529       130.9192       133.3861       336.7428       326.5368       331.6553       0.2432         0.6196         16.9999        0.0185         0.1891         10.0883        7.4653         297.6476       
2400.0000      8.6853         4.0000         3.8988         430.8001       145.3448       103.3059       20.8423        445.6876       117.6204       223.4668       223.3114       223.3891       139.2824       134.6857       136.9841       345.9688       336.4217       341.2082       0.2454         0.6132         17.0670        0.0168         0.1713         10.2051        7.5695         301.2440       
2400.0000      8.6099         6.0000         3.9329         442.5512       151.3540       110.1334       21.7915        455.6909       122.3131       231.5594       231.3948       231.4771       142.6564       138.3542       140.5053       355.0563       346.0860       350.5821       0.2476         0.6070         17.1259        0.0153         0.1562         10.3194        7.6718         304.7241       
2400.0000      8.5400         8.0000         3.9651         454.1955       157.3609       116.9459       22.7265        465.6237       126.9368       239.6133       239.4397       239.5265       145.9757       141.9297       143.9527       364.0075       355.5394       359.7829       0.2497         0.6010         17.1772        0.0141         0.1433         10.4314        7.7723         308.0958       
2400.0000      8.4748         10.0000        3.9956         465.7336       163.3654       123.7435       23.6478        475.4861       131.4919       247.6287       247.4460       247.5373       149.2403       145.4161       147.3282       372.8235       364.7899       368.8148       0.2517         0.5952         17.2214        0.0130         0.1322         10.5411        7.8710         311.3628       
2400.0000      8.4118         12.0000        4.0255         477.1627       169.3666       130.5247       24.5557        485.2757       135.9770       255.6037       255.4120       255.5078       152.4494       148.8156       150.6325       381.5020       373.8409       377.6785       0.2536         0.5895         17.2588        0.0121         0.1228         10.6473        7.9669         314.5167       
2400.0000      8.3493         14.0000        4.0557         488.4810       175.3635       137.2887       25.4509        494.9908       140.3914       263.5372       263.3368       263.4370       155.6024       152.1306       153.8665       390.0421       382.6966       386.3756       0.2556         0.5841         17.2897        0.0113         0.1149         10.7490        8.0595         317.5520       
2400.0000      8.2895         16.0000        4.0849         499.6948       181.3578       144.0375       26.3335        504.6365       144.7383       271.4324       271.2233       271.3278       158.7019       155.3661       157.0340       398.4501       391.3686       394.9149       0.2574         0.5788         17.3147        0.0106         0.1081         10.8479        8.1499         320.4901       
2400.0000      8.2338         18.0000        4.1126         510.8083       187.3504       150.7725       27.2037        514.2164       149.0201       279.2915       279.0739       279.1827       161.7497       158.5266       160.1382       406.7307       399.8659       403.3034       0.2592         0.5736         17.3343        0.0101         0.1024         10.9455        8.2392         323.3486       
